Review,Star Rating,Valence,Internal Consistency,Review Quality,Objectivity,Sidedness,RIQ Score,RIQ Label,Template Flag,Spam Flag,Credibility
Waterproof feature is a game-changer!  Sleek design  love the black color!  Impressed with the fast delivery. ,5,,,MODERATE,HIGH,OS,3,Moderate RIQ,2,0,
Impressed with the fast delivery.  Waterproof feature is a game-changer!  Sleek design  love the black color! ,5,,,MODERATE,HIGH,OS,3,Moderate RIQ,2,0,
Sleek design  love the black color!  Impressed with the fast delivery.  Sleek design  love the black color! ,5,,,MODERATE,HIGH,OS,3,Moderate RIQ,2,0,
Sleek design  love the black color!  Waterproof feature is a game-changer!  Waterproof feature is a game-changer! ,5,,,MODERATE,HIGH,OS,3,Moderate RIQ,2,0,
Waterproof feature is a game-changer!  Sleek design  love the black color! ,5,,,MODERATE,HIGH,OS,3,Moderate RIQ,2,0,
Legit naman at dumating kaagad the next day ang in-order.  'Yung lumang phone ko na lang ang ni-pitcure-an ko kasi gamit ko siya ngayon.,5,,,HIGH,HIGH,OS,4,High RIQ,0,0,
🔋Battery Life:  Sleek design  love the black color!  Impressed with the fast delivery.    📸Camera Quality:  Sleek design  love the black color!  Impressed with the fast delivery.    ⚡Performance:  Sleek design  love the black color!  Impressed with the fast delivery. ,5,,,HIGH,HIGH,OS,4,High RIQ,2,0,
Waterproof feature is a game-changer!  Sleek design  love the black color!  Impressed with the fast delivery. ,5,,,MODERATE,HIGH,OS,3,Moderate RIQ,2,0,
sales invoice is not on my package.. live agent unresponsive..,4,,,,,,0,Low RIQ,0,0,
Legit.Nung una kinabahan ako bat Spigen yung bumungad sakin hahaha. Nasa ilalim pala para discreet XD.  May slot for nano sim so good. Kala ko kasi pure esim siya. Thanks!,5,,,HIGH,HIGH,OS,4,High RIQ,0,0,
Sleek design  love the black color!  Impressed with the fast delivery.   legit. Gandaaaa ng pink. Love it.,5,,,MODERATE,HIGH,OS,3,Moderate RIQ,2,0,
SuperbSleek design  love the black color! ,5,,,MODERATE,HIGH,OS,3,Moderate RIQ,2,0,
Got it for a steal price! 53k for 256gb!!! Delivery was a little delayed and customer service was usually bot. But when I received the item it was worth the wait :),5,,,HIGH,HIGH,OS,4,High RIQ,0,0,
legit yung seller since second time ko na to na umorder sa kanila. medyo delay yung pagdating this time but understandable kasi bumagyo.,5,,,HIGH,HIGH,OS,4,High RIQ,0,0,
Impressed with the fast delivery.  Waterproof feature is a game-changer! ,5,,,MODERATE,HIGH,OS,3,Moderate RIQ,2,0,
The phone itself is legit and great  packaged well and safely delivered to my doorstep it just took a couple of days since the order was placed,5,,,HIGH,HIGH,OS,4,High RIQ,0,0,
Updated  online Working and confirmed with usual freebies. 3months free music With screen protector Thanks  Just waiting for invoiceImpressed with the fast delivery. ,5,,,MODERATE,HIGH,OS,3,Moderate RIQ,0,0,
Im from CEBU and it arrived 1 day earlier sa EDD. very smooooth! i so love it. sayang lang walang freebies but its okay. will def order again from this shop!   NTC VARIANT po sha.  thanks po 🙂🙂🙂,5,,,HIGH,HIGH,OS,4,High RIQ,0,0,
The best!!!!,5,,,LOW,LOW,OS,0,Low RIQ,0,0,
slayyyy,5,,,LOW,LOW,OS,0,Low RIQ,0,0,
Impressed with the fast delivery. ,5,,,MODERATE,HIGH,OS,3,Moderate RIQ,2,0,
Delayed delivery,5,,,MODERATE,HIGH,OS,3,Moderate RIQ,0,0,
best buy and best seller! item received in good condition. legit iphone,5,,,MODERATE,HIGH,OS,3,Moderate RIQ,0,0,
Waterproof feature is a game-changer!  Impressed with the fast delivery. ,5,,,MODERATE,HIGH,OS,3,Moderate RIQ,2,0,
sobrang legit and gandaaaaaaa 🥰🩷,5,,,MODERATE,HIGH,OS,3,Moderate RIQ,0,0,
🔋Battery Life：,5,,,LOW,LOW,OS,0,Low RIQ,0,0,
legit seller thank you s mabilis n deliver,5,,,MODERATE,HIGH,OS,3,Moderate RIQ,0,0,
Waterproof feature is a game-changer! ,5,,,MODERATE,HIGH,OS,3,Moderate RIQ,2,0,
Waterproof feature is a game-changer! ,5,,,MODERATE,HIGH,OS,3,Moderate RIQ,2,0,
Impressed with the fast delivery. ,5,,,MODERATE,HIGH,OS,3,Moderate RIQ,2,0,
Quality:LEGIT🙏🙏🙏,5,,,MODERATE,HIGH,OS,3,Moderate RIQ,0,0,
Waterproof feature is a game-changer!  Impressed with the fast delivery.  Impressed with the fast delivery.  Impressed with the fast delivery. ,5,,,MODERATE,HIGH,OS,3,Moderate RIQ,2,0,
It took me days bago magreview para matest ang product and yes legit Apple product!! May warranty din sya. Everything is smooth and im happy nagpabudol ako. Got it for P48*** 256gb. Sulit!! Thank you Apple Flagship 💗  🔋Battery Life:  💯  ⚡Performance:  smooth  📸Camera Quality:  grainy haha but i think ganon na talsga ang ip 16 idk,5,,,HIGH,HIGH,OS,4,High RIQ,0,0,
Impressed with the fast delivery.  Waterproof feature is a game-changer!  Sleek design  love the black color! ,5,,,MODERATE,HIGH,OS,3,Moderate RIQ,2,0,
the seller stress me out they keep bantering auto generated messages and not reassuring when my item will be packed as it took a week and almost 2 weeks for it to be packed it thought they don't have the motive to ship anymore!!! for the price it is not fair and overpricing my redmi k80 can do half of the phones power and the biggest bummer is it only runs at 60hz!!!! and even the price is discounted the price is astronomically unjustifiably unright for the commercial use. courier also took long time deliver they arrived midday. I hope apple takes my review as a consideration because android counterparts are certainly better and have more justifiable price range than this compact iphone but it's an okay performer for me. the camera is grainy and blurry and there is a lot of noise on the photos  the macro is horrible either and the new camera button is buggy and my fingerprint is not recognized easily. the speakers are loud but it's has a 'basag' feel to it  and my k80 has Sony Dolby speakers and it sounds great!! ANDDD there is no freebies and the adapter and headphones is missing  they should include it because some people are first time users of an iPhone like me  anyways that is my honest review! :)),1,,,HIGH,HIGH,OS,4,High RIQ,0,0,
This was purchased as a gift for my wife  she is extremely satisfied and happy with it.,5,,,MODERATE,HIGH,OS,3,Moderate RIQ,0,0,
🔋Battery Life:Great  📸Camera Quality:Wonderful   ⚡Performance:Game Changer  Legit ang item.,5,,,MODERATE,HIGH,OS,3,Moderate RIQ,0,0,
Sleek design  love the black color!  Impressed with the fast delivery.  Waterproof feature is a game-changer! ,5,,,MODERATE,HIGH,OS,3,Moderate RIQ,2,0,
Sleek design  love the white color!   It’s original and NTC approved.  Impressed with the fast delivery.,5,,,MODERATE,HIGH,OS,3,Moderate RIQ,2,0,
My wife loves it. saktong sakto sa kamay. Need nya to capture family memories since hindi ako pala.picture. cool sin yung teal color.,5,,,HIGH,HIGH,OS,4,High RIQ,0,0,
Sleek design  love the black color!  Sleek design  love the black color!  Sleek design  love the black color!  Sleek design  love the black color!  Sleek design  love the black color!  Sleek design  love the black color!  Sleek design  love the black color!  Sleek design  love the black color!  Sleek design  love the black color!  Sleek design  love the black color!  Sleek design  love the black color! ,5,,,MODERATE,HIGH,OS,3,Moderate RIQ,2,2,
Waterproof feature is a game-changer!  Sleek design  love the black color!  original,5,,,MODERATE,HIGH,OS,3,Moderate RIQ,2,0,
Impressed with the fast delivery. ,5,,,MODERATE,HIGH,OS,3,Moderate RIQ,2,0,
Impressed with the fast delivery. ,5,,,MODERATE,HIGH,OS,3,Moderate RIQ,2,0,
Waterproof feature is a game-changer! ,5,,,MODERATE,HIGH,OS,3,Moderate RIQ,2,0,
charger cord is not working,5,,,MODERATE,HIGH,OS,3,Moderate RIQ,0,0,
This was delivered safely,5,,,MODERATE,HIGH,OS,3,Moderate RIQ,2,0,
Superlegit👏🏻👍🏼,5,,,MODERATE,HIGH,OS,3,Moderate RIQ,0,0,
